HARGA,LT,LB,JKT,JKM,GRS
4200000000,85.0,190,3,3,0
25000000000,850.0,530,6,4,1
1880000000,60.0,90,3,2,0
5300000000,144.0,285,4,3,1
1300000000,78.0,100,3,3,0
700000000,60.0,52,3,2,1
650000000,60.0,52,3,2,1
679000000,60.0,50,3,2,0
2200000000,110.0,200,4,4,0
1200000000,60.0,70,3,2,1
3750000000,321.0,220,5,5,1
15000000000,291.0,400,4,3,1
13500000000,500.0,640,5,5,1
15000000000,291.0,400,4,4,1
7050000000,128.0,315,3,3,1
13700000000,323.0,400,4,3,1
9500000000,239.0,436,4,4,1
14500000000,465.0,841,5,4,1
17000000000,392.0,500,4,4,1
32000000000,325.0,600,4,4,1
39875000000,1362.5,1000,5,5,1
30000000000,345.0,500,4,4,1
32000000000,430.0,600,4,4,1
39875000000,1362.5,1000,6,5,1
39875000000,1066.0,1050,8,6,1
35000000000,1362.5,700,5,5,1
23000000000,400.0,400,4,4,1
39875000000,1050.0,1050,5,5,1
39875000000,470.0,1000,5,5,1
39875000000,850.0,1000,5,4,1
39875000000,1362.5,1050,6,6,1
2800000000,75.0,150,4,2,1
12000000000,340.0,419,4,5,0
11000000000,769.0,400,4,3,1
33000000000,329.0,526,5,4,1
39875000000,770.0,500,4,4,1
3000000000,250.0,267,4,4,1
39875000000,586.0,600,5,4,1
7350000000,200.0,444,27,27,1
39875000000,340.0,850,5,5,1
39875000000,1050.0,998,5,5,1
39875000000,1050.0,1050,8,5,1
39875000000,912.0,600,5,4,1
5150000000,144.0,285,4,3,1
12500000000,875.0,578,6,5,1
2950000000,82.0,145,3,3,1
28000000000,490.0,500,5,4,1
15700000000,860.0,350,5,4,1
14900000000,291.0,400,4,4,0
15000000000,542.0,452,5,5,1
14500000000,325.0,450,3,3,1
39875000000,855.0,589,5,3,1
5200000000,390.0,250,3,2,1
7500000000,105.0,275,3,3,1
39875000000,1362.5,1050,4,4,1
8500000000,226.0,330,5,5,1
12500000000,340.0,419,4,4,0
6100000000,199.0,350,4,4,1
1280000000,72.0,78,3,2,0
30000000000,1100.0,800,5,6,1
11000000000,459.0,500,5,5,1
22900000000,680.0,850,4,4,0
9500000000,460.0,550,4,5,0
4970000000,161.0,300,5,3,0
39875000000,709.0,500,3,4,0
11000000000,256.0,350,4,4,1
28000000000,997.0,800,4,5,1
29900000000,680.0,650,6,6,0
12900000000,1145.0,400,6,4,0
4800000000,340.0,275,4,3,1
7000000000,248.0,240,4,2,0
15000000000,291.0,400,4,4,1
15000000000,1148.0,500,4,4,1
7300000000,385.0,270,3,2,1
4200000000,151.0,145,4,4,1
4500000000,203.0,100,4,3,1
23200000000,400.0,350,4,3,1
34000000000,525.0,525,4,4,1
7500000000,149.0,325,5,3,0
550000000,84.0,50,2,1,0
22000000000,616.0,800,6,5,1
1200000000,60.0,70,3,2,1
38000000000,320.0,1000,5,5,1
21000000000,560.0,700,5,5,1
39875000000,610.0,700,4,4,1
5800000000,126.0,256,3,3,1
15500000000,216.0,300,6,8,0
39875000000,483.0,1050,5,5,1
2700000000,310.0,400,6,4,1
1700000000,213.0,125,4,4,1
3250000000,146.0,70,6,2,1
7700000000,422.0,400,4,4,1
19700000000,903.0,600,3,3,1
1750000000,133.0,140,3,3,1
6750000000,350.0,200,3,2,1
30000000000,1362.5,500,4,4,1
23000000000,348.0,468,4,4,1
5000000000,212.0,195,4,3,1
39875000000,1362.5,1050,6,6,0
4800000000,290.0,240,4,3,1
430000000,25.0,40,2,2,0
4900000000,130.0,320,3,2,1
15000000000,290.0,400,4,3,1
28000000000,404.0,837,4,4,1
13000000000,616.0,600,5,4,1
15500000000,480.0,600,22,10,1
10500000000,1000.0,476,5,5,1
6500000000,250.0,280,3,2,1
4050000000,468.0,500,5,4,1
9000000000,355.0,400,6,5,1
5900000000,403.0,200,4,3,1
6500000000,400.0,300,4,4,1
8500000000,540.0,450,5,4,1
32000000000,325.0,600,4,8,1
21000000000,250.0,400,3,3,1
18000000000,290.0,450,4,3,1
8500000000,529.0,315,4,4,1
2800000000,170.0,169,4,4,0
28000000000,830.0,400,8,4,0
2950000000,170.0,230,5,2,0
7300000000,230.0,350,5,3,1
11000000000,268.0,400,5,4,1
5900000000,160.0,176,3,2,1
8000000000,555.0,284,4,5,1
4000000000,164.0,217,3,3,1
1300000000,62.0,110,3,3,1
1230000000,60.0,65,2,2,0
1200000000,65.0,60,2,2,1
38000000000,316.0,1000,5,5,1
4500000000,567.0,300,3,2,1
6000000000,347.0,120,4,3,1
25000000000,700.0,1050,5,7,1
7500000000,186.0,380,3,4,0
7000000000,200.0,300,3,3,0
15000000000,702.0,451,4,4,1
39875000000,945.0,700,4,4,1
3600000000,105.0,136,3,2,0
6500000000,210.0,330,4,4,0
29000000000,300.0,295,4,3,0
39875000000,1362.5,600,5,4,0
28000000000,404.0,837,4,4,0
10500000000,507.0,480,6,5,1
4970000000,154.0,300,5,3,1
39875000000,814.0,494,5,5,1
15000000000,291.0,400,7,6,1
2480000000,120.0,160,4,3,0
13500000000,380.0,400,5,4,1
11000000000,378.0,350,4,1,1
2190000000,111.0,125,3,2,1
4350000000,105.0,220,3,3,1
7800000000,206.0,300,4,4,1
30000000000,458.0,400,4,4,0
39875000000,630.0,500,5,4,1
1800000000,111.0,160,4,3,0
3900000000,360.0,250,5,3,0
39875000000,1362.5,1024,10,5,0
7500000000,220.0,305,4,4,0
27000000000,1362.5,712,3,2,1
6800000000,210.0,262,4,3,1
10500000000,300.0,378,4,3,0
13750000000,500.0,640,5,6,1
6900000000,210.0,330,4,4,1
5800000000,122.0,240,3,3,1
5500000000,180.0,350,4,3,1
6900000000,450.0,600,5,6,1
5900000000,160.0,300,3,2,1
28000000000,488.0,450,5,3,1
20000000000,292.0,800,27,27,0
39875000000,1148.0,1050,8,6,1
3250000000,105.0,140,3,3,1
1600000000,229.0,160,3,2,0
15000000000,400.0,500,4,5,1
25000000000,674.0,500,5,4,1
2200000000,105.0,124,3,3,1
6750000000,200.0,180,2,2,0
3600000000,136.0,180,3,2,0
1450000000,76.0,130,3,3,0
6400000000,235.0,310,5,4,1
1750000000,133.0,130,3,3,1
6750000000,187.0,337,6,4,1
39875000000,1180.0,1050,5,6,1
39875000000,472.0,1050,5,5,1
21000000000,321.0,800,5,6,1
4500000000,972.0,350,4,3,1
1530000000,78.0,107,3,3,0
3500000000,169.0,215,4,4,1
1100000000,65.0,100,3,3,1
3700000000,540.0,350,4,2,1
16000000000,488.0,550,6,5,1
4500000000,209.0,270,4,4,1
29000000000,692.0,400,4,3,0
1700000000,102.0,140,4,3,0
1250000000,63.0,110,3,3,0
